age_group,date,state,onsets,reported
80+,2020-04-17,9,11.0,5.0
80+,2020-04-18,9,9.0,9.0
80+,2020-04-19,9,10.0,5.0
80+,2020-04-20,9,17.0,8.0
80+,2020-04-21,9,12.0,6.0
80+,2020-04-22,9,8.0,10.0
80+,2020-04-23,9,11.0,10.0
80+,2020-04-24,9,17.0,15.0
80+,2020-04-25,9,8.0,10.0
80+,2020-04-26,9,10.0,13.0
80+,2020-04-27,9,10.0,12.0
80+,2020-04-28,9,13.0,13.0
80+,2020-04-29,9,9.0,11.0
80+,2020-04-30,9,15.0,12.0
80+,2020-05-01,9,25.0,9.0
80+,2020-05-02,9,13.0,9.0
80+,2020-05-03,9,12.0,11.0
80+,2020-05-04,9,8.0,4.0
80+,2020-05-05,9,24.0,14.0
80+,2020-05-06,9,23.0,16.0
80+,2020-05-07,9,14.0,22.0
80+,2020-05-08,9,25.0,11.0
80+,2020-05-09,9,22.0,14.0
80+,2020-05-10,9,32.0,19.0
80+,2020-05-11,9,29.0,23.0
80+,2020-05-12,9,26.0,31.0
80+,2020-05-13,9,23.0,24.0
80+,2020-05-14,9,24.0,25.0
80+,2020-05-15,9,39.0,30.0
80+,2020-05-16,9,27.0,24.0
80+,2020-05-17,9,28.0,17.0
80+,2020-05-18,9,40.0,40.0
80+,2020-05-19,9,31.0,32.0
80+,2020-05-20,9,42.0,43.0
80+,2020-05-21,9,33.0,36.0
80+,2020-05-22,9,36.0,43.0
80+,2020-05-23,9,22.0,19.0
80+,2020-05-24,9,24.0,15.0
80+,2020-05-25,9,38.0,49.0
80+,2020-05-26,9,15.0,31.0
80+,2020-05-27,9,18.0,30.0
80+,2020-05-28,9,28.0,29.0
80+,2020-05-29,9,24.0,24.0
80+,2020-05-30,9,28.0,20.0
80+,2020-05-31,9,23.0,21.0
80+,2020-06-01,9,37.0,26.0
80+,2020-06-02,9,17.0,22.0
80+,2020-06-03,9,22.0,32.0
80+,2020-06-04,9,23.0,32.0
80+,2020-06-05,9,29.0,31.0
80+,2020-06-06,9,35.0,14.0
80+,2020-06-07,9,27.0,18.0
80+,2020-06-08,9,23.0,20.0
80+,2020-06-09,9,20.0,21.0
80+,2020-06-10,9,32.0,36.0
80+,2020-06-11,9,18.0,24.0
80+,2020-06-12,9,31.0,33.0
80+,2020-06-13,9,28.0,24.0
80+,2020-06-14,9,18.0,17.0
80+,2020-06-15,9,30.0,37.0
80+,2020-06-16,9,25.0,21.0
80+,2020-06-17,9,17.0,29.0
80+,2020-06-18,9,39.0,41.0
80+,2020-06-19,9,19.0,29.0
80+,2020-06-20,9,22.0,16.0
80+,2020-06-21,9,20.0,16.0
80+,2020-06-22,9,26.0,24.0
80+,2020-06-23,9,19.0,25.0
80+,2020-06-24,9,20.0,23.0
80+,2020-06-25,9,20.0,29.0
80+,2020-06-26,9,22.0,24.0
80+,2020-06-27,9,14.0,11.0
80+,2020-06-28,9,21.0,14.0
80+,2020-06-29,9,15.0,17.0
80+,2020-06-30,9,14.0,17.0
80+,2020-07-01,9,25.0,21.0
80+,2020-07-02,9,21.0,15.0
80+,2020-07-03,9,14.0,14.0
80+,2020-07-04,9,13.0,13.0
80+,2020-07-05,9,19.0,11.0
80+,2020-07-06,9,30.0,26.0
80+,2020-07-07,9,15.0,22.0
80+,2020-07-08,9,23.0,20.0
80+,2020-07-09,9,16.0,20.0
80+,2020-07-10,9,19.0,20.0
80+,2020-07-11,9,14.0,12.0
80+,2020-07-12,9,26.0,12.0
80+,2020-07-13,9,23.0,24.0
80+,2020-07-14,9,16.0,14.0
80+,2020-07-15,9,43.0,34.0
80+,2020-07-16,9,17.0,28.0
80+,2020-07-17,9,20.0,30.0
80+,2020-07-18,9,20.0,14.0
80+,2020-07-19,9,13.0,12.0
80+,2020-07-20,9,42.0,26.0
80+,2020-07-21,9,13.0,26.0
80+,2020-07-22,9,23.0,24.0
80+,2020-07-23,9,17.0,35.0
80+,2020-07-24,9,20.0,27.0
80+,2020-07-25,9,18.0,9.0
80+,2020-07-26,9,17.0,11.0
80+,2020-07-27,9,23.0,24.0
80+,2020-07-28,9,14.0,18.0
80+,2020-07-29,9,12.0,21.0
80+,2020-07-30,9,28.0,31.0
80+,2020-07-31,9,19.0,21.0
80+,2020-08-01,9,18.0,12.0
80+,2020-08-02,9,17.0,10.0
80+,2020-08-03,9,14.0,18.0
80+,2020-08-04,9,21.0,17.0
80+,2020-08-05,9,12.0,23.0
80+,2020-08-06,9,16.0,19.0
80+,2020-08-07,9,19.0,17.0
80+,2020-08-08,9,12.0,12.0
80+,2020-08-09,9,7.0,15.0
80+,2020-08-10,9,19.0,19.0
80+,2020-08-11,9,13.0,17.0
80+,2020-08-12,9,14.0,18.0
80+,2020-08-13,9,13.0,16.0
80+,2020-08-14,9,26.0,9.0
80+,2020-08-15,9,24.0,9.0
80+,2020-08-16,9,15.0,10.0
80+,2020-08-17,9,15.0,25.0
80+,2020-08-18,9,21.0,23.0
80+,2020-08-19,9,19.0,26.0
80+,2020-08-20,9,28.0,14.0
80+,2020-08-21,9,21.0,21.0
80+,2020-08-22,9,13.0,10.0
80+,2020-08-23,9,19.0,13.0
80+,2020-08-24,9,26.0,27.0
80+,2020-08-25,9,24.0,27.0
80+,2020-08-26,9,15.0,21.0
80+,2020-08-27,9,21.0,18.0
80+,2020-08-28,9,24.0,31.0
80+,2020-08-29,9,10.0,12.0
80+,2020-08-30,9,22.0,14.0
80+,2020-08-31,9,26.0,21.0
80+,2020-09-01,9,33.0,21.0
80+,2020-09-02,9,17.0,22.0
80+,2020-09-03,9,15.0,20.0
80+,2020-09-04,9,20.0,23.0
80+,2020-09-05,9,23.0,21.0
80+,2020-09-06,9,10.0,13.0
80+,2020-09-07,9,14.0,14.0
80+,2020-09-08,9,22.0,31.0
80+,2020-09-09,9,14.0,19.0
80+,2020-09-10,9,23.0,20.0
80+,2020-09-11,9,14.0,20.0
80+,2020-09-12,9,11.0,15.0
80+,2020-09-13,9,14.0,13.0
80+,2020-09-14,9,26.0,18.0
80+,2020-09-15,9,30.0,10.0
80+,2020-09-16,9,15.0,9.0
80+,2020-09-17,9,15.0,27.0
80+,2020-09-18,9,24.0,32.0
80+,2020-09-19,9,16.0,10.0
80+,2020-09-20,9,21.0,15.0
80+,2020-09-21,9,22.0,8.0
80+,2020-09-22,9,9.0,20.0
80+,2020-09-23,9,18.0,25.0
80+,2020-09-24,9,18.0,33.0
80+,2020-09-25,9,20.0,18.0
80+,2020-09-26,9,8.0,10.0
80+,2020-09-27,9,25.0,18.0
80+,2020-09-28,9,18.0,21.0
80+,2020-09-29,9,22.0,26.0
80+,2020-09-30,9,23.0,31.0
80+,2020-10-01,9,23.0,19.0
80+,2020-10-02,9,20.0,22.0
80+,2020-10-03,9,21.0,18.0
80+,2020-10-04,9,13.0,8.0
80+,2020-10-05,9,20.0,21.0
80+,2020-10-06,9,20.0,24.0
80+,2020-10-07,9,23.0,23.0
80+,2020-10-08,9,10.0,19.0
80+,2020-10-09,9,20.0,18.0
80+,2020-10-10,9,28.0,17.0
80+,2020-10-11,9,10.0,12.0
80+,2020-10-12,9,25.0,19.0
80+,2020-10-13,9,21.0,16.0
80+,2020-10-14,9,21.0,19.0
80+,2020-10-15,9,24.0,25.0
80+,2020-10-16,9,18.0,14.0
80+,2020-10-17,9,24.0,15.0
80+,2020-10-18,9,23.0,14.0
80+,2020-10-19,9,21.0,29.0
80+,2020-10-20,9,47.0,35.0
80+,2020-10-21,9,31.0,34.0
80+,2020-10-22,9,23.0,31.0
80+,2020-10-23,9,27.0,23.0
80+,2020-10-24,9,25.0,16.0
80+,2020-10-25,9,31.0,16.0
80+,2020-10-26,9,29.0,44.0
80+,2020-10-27,9,16.0,35.0
80+,2020-10-28,9,30.0,30.0
80+,2020-10-29,9,27.0,32.0
80+,2020-10-30,9,22.0,19.0
80+,2020-10-31,9,19.0,19.0
80+,2020-11-01,9,33.0,9.0
80+,2020-11-02,9,29.0,14.0
80+,2020-11-03,9,24.0,23.0
80+,2020-11-04,9,23.0,29.0
80+,2020-11-05,9,31.0,27.0
80+,2020-11-06,9,23.0,28.0
80+,2020-11-07,9,26.0,11.0
80+,2020-11-08,9,19.0,18.0
80+,2020-11-09,9,37.0,37.0
80+,2020-11-10,9,37.0,38.0
80+,2020-11-11,9,32.0,52.0
80+,2020-11-12,9,33.0,31.0
80+,2020-11-13,9,31.0,32.0
80+,2020-11-14,9,29.0,23.0
80+,2020-11-15,9,34.0,27.0
80+,2020-11-16,9,25.0,23.0
80+,2020-11-17,9,39.0,32.0
80+,2020-11-18,9,45.0,33.0
80+,2020-11-19,9,32.0,41.0
80+,2020-11-20,9,56.0,23.0
80+,2020-11-21,9,47.0,25.0
80+,2020-11-22,9,34.0,30.0
80+,2020-11-23,9,60.0,50.0
80+,2020-11-24,9,32.0,69.0
80+,2020-11-25,9,49.0,55.0
80+,2020-11-26,9,30.0,53.0
80+,2020-11-27,9,56.0,46.0
80+,2020-11-28,9,40.0,29.0
80+,2020-11-29,9,34.0,27.0
80+,2020-11-30,9,62.0,46.0
80+,2020-12-01,9,82.0,56.0
80+,2020-12-02,9,64.0,55.0
80+,2020-12-03,9,49.0,39.0
80+,2020-12-04,9,61.0,77.0
80+,2020-12-05,9,59.0,53.0
80+,2020-12-06,9,40.0,37.0
80+,2020-12-07,9,51.0,49.0
80+,2020-12-08,9,52.0,69.0
80+,2020-12-09,9,51.0,64.0
80+,2020-12-10,9,89.0,64.0
80+,2020-12-11,9,53.0,59.0
80+,2020-12-12,9,64.0,42.0
80+,2020-12-13,9,43.0,24.0
80+,2020-12-14,9,72.0,82.0
80+,2020-12-15,9,76.0,57.0
80+,2020-12-16,9,69.0,79.0
80+,2020-12-17,9,69.0,88.0
80+,2020-12-18,9,59.0,76.0
80+,2020-12-19,9,46.0,45.0
80+,2020-12-20,9,68.0,28.0
80+,2020-12-21,9,55.0,71.0
80+,2020-12-22,9,58.0,58.0
80+,2020-12-23,9,68.0,90.0
80+,2020-12-24,9,69.0,68.0
80+,2020-12-25,9,69.0,25.0
80+,2020-12-26,9,58.0,35.0
80+,2020-12-27,9,66.0,40.0
80+,2020-12-28,9,82.0,82.0
80+,2020-12-29,9,74.0,71.0
80+,2020-12-30,9,77.0,83.0
80+,2020-12-31,9,65.0,77.0
0-14,2021-01-01,9,0.0,26.0
0-14,2021-01-02,9,0.0,28.0
0-14,2021-01-03,9,0.0,5.0
0-14,2021-01-04,9,0.0,68.0
0-14,2021-01-05,9,0.0,63.0
0-14,2021-01-06,9,0.0,31.0
0-14,2021-01-07,9,0.0,18.0
0-14,2021-01-08,9,0.0,14.0
0-14,2021-01-09,9,0.0,9.0
0-14,2021-01-10,9,0.0,1.0
0-14,2021-01-11,9,0.0,4.0
0-14,2021-01-12,9,0.0,4.0
0-14,2021-01-13,9,0.0,0.0
0-14,2021-01-14,9,0.0,1.0
0-14,2021-01-15,9,0.0,1.0
0-14,2021-01-16,9,0.0,0.0
0-14,2021-01-17,9,0.0,0.0
0-14,2021-01-18,9,0.0,0.0
0-14,2021-01-19,9,0.0,1.0
0-14,2021-01-20,9,0.0,1.0
0-14,2021-01-21,9,0.0,0.0
0-14,2021-01-22,9,0.0,0.0
0-14,2021-01-23,9,0.0,0.0
0-14,2021-01-24,9,0.0,0.0
15-59,2021-01-01,9,0.0,424.0
15-59,2021-01-02,9,0.0,956.0
15-59,2021-01-03,9,0.0,487.0
15-59,2021-01-04,9,0.0,2302.0
15-59,2021-01-05,9,0.0,1591.0
15-59,2021-01-06,9,0.0,1109.0
15-59,2021-01-07,9,0.0,704.0
15-59,2021-01-08,9,0.0,470.0
15-59,2021-01-09,9,0.0,155.0
15-59,2021-01-10,9,0.0,67.0
15-59,2021-01-11,9,0.0,174.0
15-59,2021-01-12,9,0.0,143.0
15-59,2021-01-13,9,0.0,73.0
15-59,2021-01-14,9,0.0,76.0
15-59,2021-01-15,9,0.0,36.0
15-59,2021-01-16,9,0.0,4.0
15-59,2021-01-17,9,0.0,2.0
15-59,2021-01-18,9,0.0,24.0
15-59,2021-01-19,9,0.0,23.0
15-59,2021-01-20,9,0.0,16.0
15-59,2021-01-21,9,0.0,14.0
15-59,2021-01-22,9,0.0,37.0
15-59,2021-01-23,9,0.0,0.0
15-59,2021-01-24,9,0.0,18.0
60-79,2021-01-01,9,0.0,163.0
60-79,2021-01-02,9,0.0,250.0
60-79,2021-01-03,9,0.0,164.0
60-79,2021-01-04,9,0.0,416.0
60-79,2021-01-05,9,0.0,320.0
60-79,2021-01-06,9,0.0,258.0
60-79,2021-01-07,9,0.0,177.0
60-79,2021-01-08,9,0.0,128.0
60-79,2021-01-09,9,0.0,64.0
60-79,2021-01-10,9,0.0,50.0
60-79,2021-01-11,9,0.0,50.0
60-79,2021-01-12,9,0.0,48.0
60-79,2021-01-13,9,0.0,29.0
60-79,2021-01-14,9,0.0,20.0
60-79,2021-01-15,9,0.0,11.0
60-79,2021-01-16,9,0.0,6.0
60-79,2021-01-17,9,0.0,0.0
60-79,2021-01-18,9,0.0,0.0
60-79,2021-01-19,9,0.0,3.0
60-79,2021-01-20,9,0.0,2.0
60-79,2021-01-21,9,0.0,1.0
60-79,2021-01-22,9,0.0,3.0
60-79,2021-01-23,9,0.0,0.0
60-79,2021-01-24,9,0.0,3.0
80+,2021-01-01,9,0.0,31.0
80+,2021-01-02,9,0.0,39.0
80+,2021-01-03,9,0.0,24.0
80+,2021-01-04,9,0.0,57.0
80+,2021-01-05,9,0.0,44.0
80+,2021-01-06,9,0.0,32.0
80+,2021-01-07,9,0.0,24.0
80+,2021-01-08,9,0.0,20.0
80+,2021-01-09,9,0.0,20.0
80+,2021-01-10,9,0.0,7.0
80+,2021-01-11,9,0.0,3.0
80+,2021-01-12,9,0.0,8.0
80+,2021-01-13,9,0.0,5.0
80+,2021-01-14,9,0.0,0.0
80+,2021-01-15,9,0.0,1.0
80+,2021-01-16,9,0.0,1.0
80+,2021-01-17,9,0.0,0.0
80+,2021-01-18,9,0.0,1.0
80+,2021-01-19,9,0.0,0.0
80+,2021-01-20,9,0.0,0.0
80+,2021-01-21,9,0.0,0.0
80+,2021-01-22,9,0.0,0.0
80+,2021-01-23,9,0.0,0.0
80+,2021-01-24,9,0.0,0.0
